January - December 2023 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
NC-053,Currituck County,North Carolina,44.12,-3.46,41,47.58
NC-055,Dare County,North Carolina,50.84,-0.21,69,51.05
NC-057,Davidson County,North Carolina,43.08,-2.67,46,45.75
NC-059,Davie County,North Carolina,40.9,-4.5,32,45.4
NC-061,Duplin County,North Carolina,53.09,2.59,84,50.5
NC-063,Durham County,North Carolina,48.09,3.61,86,44.48
NC-065,Edgecombe County,North Carolina,42.84,-4.47,36,47.31
NC-067,Forsyth County,North Carolina,43.95,-0.69,63,44.64
NC-069,Franklin County,North Carolina,46.59,0.69,72,45.9
NC-071,Gaston County,North Carolina,46.54,-0.94,65,47.48
NC-073,Gates County,North Carolina,44.26,-4.09,39,48.35
NC-075,Graham County,North Carolina,55.78,-7.74,30,63.52
NC-077,Granville County,North Carolina,46.95,2.32,81,44.63
NC-079,Greene County,North Carolina,45.85,-2.96,40,48.81
NC-081,Guilford County,North Carolina,46.12,1.42,77,44.7
NC-083,Halifax County,North Carolina,44.89,-0.98,52,45.87
NC-085,Harnett County,North Carolina,46.57,-0.39,65,46.96
NC-087,Haywood County,North Carolina,51.68,-3.44,43,55.12
NC-089,Henderson County,North Carolina,47.31,-11.06,14,58.37
NC-091,Hertford County,North Carolina,44.18,-4.12,38,48.3
NC-093,Hoke County,North Carolina,47.22,0.35,71,46.87
NC-095,Hyde County,North Carolina,55.74,3.28,93,52.46
NC-097,Iredell County,North Carolina,42.97,-3.77,38,46.74
NC-099,Jackson County,North Carolina,54.64,-8.21,25,62.85
NC-101,Johnston County,North Carolina,47.47,0.46,72,47.01
NC-103,Jones County,North Carolina,50.72,-1.94,50,52.66
NC-105,Lee County,North Carolina,49,2.63,88,46.37
NC-107,Lenoir County,North Carolina,47.14,-2.99,43,50.13
NC-109,Lincoln County,North Carolina,46.25,-1.49,59,47.74
NC-111,McDowell County,North Carolina,54.88,-0.12,64,55
NC-113,Macon County,North Carolina,54.07,-9.41,24,63.48
NC-115,Madison County,North Carolina,47.3,1.58,75,45.72
NC-117,Martin County,North Carolina,45.03,-3.92,38,48.95
NC-119,Mecklenburg County,North Carolina,45.87,-0.07,71,45.94
NC-121,Mitchell County,North Carolina,50.69,-0.19,61,50.88
NC-123,Montgomery County,North Carolina,47.34,0.75,78,46.59
NC-125,Moore County,North Carolina,45.67,-1.39,66,47.06
NC-127,Nash County,North Carolina,44.8,-2.13,54,46.93
NC-129,New Hanover County,North Carolina,58.91,5.79,100,53.12
NC-131,Northampton County,North Carolina,45.87,-0.32,56,46.19
NC-133,Onslow County,North Carolina,53.18,-0.58,61,53.76
NC-135,Orange County,North Carolina,48.29,3.49,86,44.8
NC-137,Pamlico County,North Carolina,56.03,2.06,84,53.97
NC-139,Pasquotank County,North Carolina,44.46,-4.14,36,48.6
NC-141,Pender County,North Carolina,57.66,5.52,95,52.14
NC-143,Perquimans County,North Carolina,46.24,-3.03,40,49.27
NC-145,Person County,North Carolina,43.64,-0.24,61,43.88
NC-147,Pitt County,North Carolina,45.64,-3.56,37,49.2
NC-149,Polk County,North Carolina,49.78,-7.83,28,57.61
NC-151,Randolph County,North Carolina,46.83,0.57,76,46.26
NC-153,Richmond County,North Carolina,46.89,0.2,70,46.69
NC-155,Robeson County,North Carolina,47.89,2.3,89,45.59
NC-157,Rockingham County,North Carolina,41.57,-2.3,45,43.87
NC-159,Rowan County,North Carolina,43.09,-3.48,43,46.57
NC-161,Rutherford County,North Carolina,46.27,-5.11,37,51.38
NC-163,Sampson County,North Carolina,50.89,2.65,84,48.24
NC-165,Scotland County,North Carolina,47.27,1.11,76,46.16
NC-167,Stanly County,North Carolina,50.34,4.02,101,46.32
NC-169,Stokes County,North Carolina,46.34,0.49,70,45.85
NC-171,Surry County,North Carolina,52.54,5.02,95,47.52
NC-173,Swain County,North Carolina,57.46,-5.99,32,63.45
NC-175,Transylvania County,North Carolina,56.25,-13.6,12,69.85
NC-177,Tyrrell County,North Carolina,49.75,-1.19,57,50.94
NC-179,Union County,North Carolina,45.39,0.64,80,44.75
NC-181,Vance County,North Carolina,47.68,3,82,44.68
NC-183,Wake County,North Carolina,48.33,2.54,82,45.79
NC-185,Warren County,North Carolina,46.58,2.07,73,44.51
NC-187,Washington County,North Carolina,50.36,-0.26,60,50.62
NC-189,Watauga County,North Carolina,51.95,-0.75,58,52.7
NC-191,Wayne County,North Carolina,48.43,0.12,68,48.31
NC-193,Wilkes County,North Carolina,52.7,3,86,49.7
NC-195,Wilson County,North Carolina,45.94,-1.41,55,47.35
NC-197,Yadkin County,North Carolina,46.03,0.8,72,45.23
NC-199,Yancey County,North Carolina,51.87,0.06,62,51.81
ND-001,Adams County,North Dakota,19.13,3.21,108,15.92
ND-003,Barnes County,North Dakota,21.19,1.55,83,19.64
ND-005,Benson County,North Dakota,16.53,-0.68,53,17.21
ND-007,Billings County,North Dakota,16.83,1.42,83,15.41
ND-009,Bottineau County,North Dakota,12.23,-4.12,17,16.35
ND-011,Bowman County,North Dakota,17.9,3,101,14.9
ND-013,Burke County,North Dakota,13.85,-2.51,33,16.36
ND-015,Burleigh County,North Dakota,20.25,3.62,111,16.63
ND-017,Cass County,North Dakota,19.81,-0.46,50,20.27
ND-019,Cavalier County,North Dakota,12.56,-6.45,4,19.01
ND-021,Dickey County,North Dakota,24.27,4.06,106,20.21
ND-023,Divide County,North Dakota,11.57,-3.5,18,15.07
ND-025,Dunn County,North Dakota,15.97,-0.53,60,16.5
ND-027,Eddy County,North Dakota,16.06,-1.93,35,17.99
ND-029,Emmons County,North Dakota,21.93,4.83,117,17.1
ND-031,Foster County,North Dakota,16.66,-1.71,38,18.37
ND-033,Golden Valley County,North Dakota,18.82,3.97,111,14.85
ND-035,Grand Forks County,North Dakota,16.66,-2.7,24,19.36
ND-037,Grant County,North Dakota,21.47,4.74,118,16.73
ND-039,Griggs County,North Dakota,18.73,-0.18,57,18.91
ND-041,Hettinger County,North Dakota,19.22,2.79,103,16.43
ND-043,Kidder County,North Dakota,19.92,2.7,99,17.22
ND-045,LaMoure County,North Dakota,23.03,3.35,97,19.68
ND-047,Logan County,North Dakota,21.9,3.95,109,17.95
ND-049,McHenry County,North Dakota,14.24,-2.11,33,16.35
ND-051,McIntosh County,North Dakota,22.54,4.35,113,18.19
ND-053,McKenzie County,North Dakota,14.12,-1.11,51,15.23
ND-055,McLean County,North Dakota,16.55,0.22,63,16.33
ND-057,Mercer County,North Dakota,18.01,1.77,91,16.24
ND-059,Morton County,North Dakota,20.97,4.37,117,16.6
ND-061,Mountrail County,North Dakota,13.31,-2.69,27,16
ND-063,Nelson County,North Dakota,17.47,-1.18,47,18.65
ND-065,Oliver County,North Dakota,19.21,2.42,98,16.79
ND-067,Pembina County,North Dakota,13.04,-6.3,5,19.34
ND-069,Pierce County,North Dakota,14.22,-2.47,24,16.69
ND-071,Ramsey County,North Dakota,16.4,-1.07,44,17.47
ND-073,Ransom County,North Dakota,22.32,1.84,83,20.48
ND-075,Renville County,North Dakota,11.95,-4.19,20,16.14
ND-077,Richland County,North Dakota,24.33,3.15,98,21.18
ND-079,Rolette County,North Dakota,10.91,-6.71,4,17.62
ND-081,Sargent County,North Dakota,23.07,2.5,97,20.57
ND-083,Sheridan County,North Dakota,18.99,1.64,90,17.35
ND-085,Sioux County,North Dakota,21.93,5.08,122,16.85
ND-087,Slope County,North Dakota,18.39,2.98,104,15.41
ND-089,Stark County,North Dakota,18.47,1.97,96,16.5
ND-091,Steele County,North Dakota,17.28,-1.99,36,19.27
ND-093,Stutsman County,North Dakota,20.05,1.56,87,18.49
ND-095,Towner County,North Dakota,11.38,-6.48,3,17.86
ND-097,Traill County,North Dakota,17.54,-2.38,29,19.92
ND-099,Walsh County,North Dakota,15.5,-3.17,22,18.67
ND-101,Ward County,North Dakota,13.9,-2.57,31,16.47
ND-103,Wells County,North Dakota,17.93,0.04,67,17.89
ND-105,Williams County,North Dakota,14.36,-0.43,61,14.79
OH-001,Adams County,Ohio,41.56,-1.38,53,42.94
OH-003,Allen County,Ohio,34.07,-1.16,43,35.23
OH-005,Ashland County,Ohio,38.66,1.52,75,37.14
OH-007,Ashtabula County,Ohio,37.39,-2.24,38,39.63
OH-009,Athens County,Ohio,37.48,-2.69,37,40.17
OH-011,Auglaize County,Ohio,33.35,-2.69,35,36.04
OH-013,Belmont County,Ohio,41.55,0.7,70,40.85
OH-015,Brown County,Ohio,43.06,-0.38,58,43.44
OH-017,Butler County,Ohio,39.74,-0.86,55,40.6
OH-019,Carroll County,Ohio,40.32,1.5,76,38.82
OH-021,Champaign County,Ohio,39.62,1.68,74,37.94
OH-023,Clark County,Ohio,39.92,1.22,74,38.7
OH-025,Clermont County,Ohio,40.16,-2.67,35,42.83
OH-027,Clinton County,Ohio,41.68,-0.54,59,42.22
OH-029,Columbiana County,Ohio,39.02,1.08,69,37.94
OH-031,Coshocton County,Ohio,39.14,0.27,64,38.87
OH-033,Crawford County,Ohio,39.17,1.69,79,37.48
OH-035,Cuyahoga County,Ohio,42.37,6.49,115,35.88
OH-037,Darke County,Ohio,34.69,-3.2,33,37.89
OH-039,Defiance County,Ohio,31.75,-2.02,40,33.77
OH-041,Delaware County,Ohio,38.8,0.81,69,37.99
OH-043,Erie County,Ohio,39.29,4.76,106,34.53
OH-045,Fairfield County,Ohio,36.2,-3.59,35,39.79
OH-047,Fayette County,Ohio,37.76,-1.71,41,39.47
OH-049,Franklin County,Ohio,38.84,0.49,64,38.35
OH-051,Fulton County,Ohio,32.93,-0.48,58,33.41
OH-053,Gallia County,Ohio,37.33,-3.9,23,41.23
OH-055,Geauga County,Ohio,44.39,5.74,102,38.65
OH-057,Greene County,Ohio,38.83,-0.87,49,39.7
OH-059,Guernsey County,Ohio,39.64,0.24,73,39.4
OH-061,Hamilton County,Ohio,38.89,-1.99,39,40.88
OH-063,Hancock County,Ohio,30.71,-4.16,20,34.87
OH-065,Hardin County,Ohio,32.29,-3.19,27,35.48
OH-067,Harrison County,Ohio,40.19,0.7,71,39.49
OH-069,Henry County,Ohio,32.55,-1.27,49,33.82
OH-071,Highland County,Ohio,40.43,-2.1,43,42.53
OH-073,Hocking County,Ohio,36.24,-4.12,27,40.36
OH-075,Holmes County,Ohio,38.47,0.26,61,38.21
OH-077,Huron County,Ohio,39.88,3.83,98,36.05
OH-079,Jackson County,Ohio,37.59,-3.63,27,41.22
OH-081,Jefferson County,Ohio,38.01,-0.84,51,38.85
OH-083,Knox County,Ohio,42.12,2.7,86,39.42
OH-085,Lake County,Ohio,43.73,6.2,108,37.53
OH-087,Lawrence County,Ohio,35.69,-6.28,12,41.97
OH-089,Licking County,Ohio,39.44,-0.3,54,39.74
OH-091,Logan County,Ohio,36.99,0.42,65,36.57
OH-093,Lorain County,Ohio,39.81,5.07,103,34.74
OH-095,Lucas County,Ohio,30.66,-1.72,43,32.38
OH-097,Madison County,Ohio,38.55,0.61,67,37.94
OH-099,Mahoning County,Ohio,38.89,1.69,75,37.2
OH-101,Marion County,Ohio,33.96,-2.53,34,36.49
OH-103,Medina County,Ohio,38.17,2.05,80,36.12
OH-105,Meigs County,Ohio,38.96,-1.65,44,40.61
OH-107,Mercer County,Ohio,32.86,-3.67,29,36.53
OH-109,Miami County,Ohio,35.44,-2.26,42,37.7
OH-111,Monroe County,Ohio,44.73,2.39,82,42.34
OH-113,Montgomery County,Ohio,36.04,-2.89,35,38.93
OH-115,Morgan County,Ohio,39.56,-0.18,63,39.74
OH-117,Morrow County,Ohio,41.44,2.29,85,39.15
OH-119,Muskingum County,Ohio,40.03,0.91,69,39.12
OH-121,Noble County,Ohio,39.82,-0.77,55,40.59
OH-123,Ottawa County,Ohio,32.16,-0.72,53,32.88
OH-125,Paulding County,Ohio,32.56,-1.72,42,34.28
OH-127,Perry County,Ohio,38.88,-0.59,58,39.47
OH-129,Pickaway County,Ohio,35,-4.29,28,39.29
OH-131,Pike County,Ohio,38.53,-2.39,37,40.92
OH-133,Portage County,Ohio,38.99,1.89,79,37.1
OH-135,Preble County,Ohio,36.31,-3.24,33,39.55
OH-137,Putnam County,Ohio,32.06,-2.27,35,34.33
OH-139,Richland County,Ohio,40.73,2.63,86,38.1
OH-141,Ross County,Ohio,36.62,-3.6,28,40.22
OH-143,Sandusky County,Ohio,35.4,1.62,81,33.78
OH-145,Scioto County,Ohio,38.74,-3.06,35,41.8
OH-147,Seneca County,Ohio,36.29,0.8,69,35.49
OH-149,Shelby County,Ohio,35.03,-2.03,41,37.06
OH-151,Stark County,Ohio,37.48,0.08,61,37.4
OH-153,Summit County,Ohio,35.93,-0.27,54,36.2
OH-155,Trumbull County,Ohio,39.5,1.74,74,37.76
OH-157,Tuscarawas County,Ohio,40.93,2.39,84,38.54
OH-159,Union County,Ohio,36.85,0.48,63,36.37
OH-161,Van Wert County,Ohio,35.73,0.57,64,35.16
OH-163,Vinton County,Ohio,36.92,-3.78,26,40.7
OH-165,Warren County,Ohio,39.1,-2.46,40,41.56
OH-167,Washington County,Ohio,41.22,0.38,62,40.84
OH-169,Wayne County,Ohio,36.44,-0.09,57,36.53
OH-171,Williams County,Ohio,32,-2.01,37,34.01
OH-173,Wood County,Ohio,31.4,-1.99,37,33.39
OH-175,Wyandot County,Ohio,32.88,-2.71,38,35.59
OK-001,Adair County,Oklahoma,48.83,3.67,82,45.16
OK-003,Alfalfa County,Oklahoma,32,4.51,96,27.49
OK-005,Atoka County,Oklahoma,44.61,1.22,79,43.39
OK-007,Beaver County,Oklahoma,30.94,10.47,124,20.47
OK-009,Beckham County,Oklahoma,26.83,2.26,88,24.57
OK-011,Blaine County,Oklahoma,34.5,6.01,110,28.49
OK-013,Bryan County,Oklahoma,40.46,-0.38,66,40.84
OK-015,Caddo County,Oklahoma,32.85,2.5,83,30.35
OK-017,Canadian County,Oklahoma,36.84,6.11,103,30.73
OK-019,Carter County,Oklahoma,37.44,0.8,77,36.64
OK-021,Cherokee County,Oklahoma,48.53,4.93,90,43.6
OK-023,Choctaw County,Oklahoma,47.02,1.65,75,45.37
OK-025,Cimarron County,Oklahoma,21.53,4.99,116,16.54
OK-027,Cleveland County,Oklahoma,38.87,4.06,94,34.81
OK-029,Coal County,Oklahoma,43.01,1.54,78,41.47
OK-031,Comanche County,Oklahoma,29.63,-0.37,64,30
OK-033,Cotton County,Oklahoma,28.89,-1.15,62,30.04
OK-035,Craig County,Oklahoma,37.23,-4.9,34,42.13
OK-037,Creek County,Oklahoma,40.28,2.71,88,37.57
OK-039,Custer County,Oklahoma,34.29,7.63,113,26.66
OK-041,Delaware County,Oklahoma,49.65,6.02,98,43.63
OK-043,Dewey County,Oklahoma,32.06,5.65,110,26.41
OK-045,Ellis County,Oklahoma,31.21,7.76,121,23.45
OK-047,Garfield County,Oklahoma,32.98,2.46,86,30.52
OK-049,Garvin County,Oklahoma,38.71,2.81,81,35.9
OK-051,Grady County,Oklahoma,33.07,0.59,67,32.48
OK-053,Grant County,Oklahoma,31.6,1.88,79,29.72
OK-055,Greer County,Oklahoma,25.46,0.2,75,25.26
OK-057,Harmon County,Oklahoma,23.69,-0.5,67,24.19
OK-059,Harper County,Oklahoma,31.64,8.45,121,23.19
OK-061,Haskell County,Oklahoma,50.17,5.89,100,44.28
OK-063,Hughes County,Oklahoma,46.07,4.93,96,41.14
OK-065,Jackson County,Oklahoma,22.92,-2.53,51,25.45
OK-067,Jefferson County,Oklahoma,33.02,0.38,75,32.64
OK-069,Johnston County,Oklahoma,39.71,0.09,72,39.62
OK-071,Kay County,Oklahoma,32.74,-0.47,69,33.21
OK-073,Kingfisher County,Oklahoma,34.72,5.53,101,29.19
OK-075,Kiowa County,Oklahoma,28.03,0.59,72,27.44
OK-077,Latimer County,Oklahoma,52.87,6.2,98,46.67
OK-079,Le Flore County,Oklahoma,54.54,7.18,100,47.36
OK-081,Lincoln County,Oklahoma,40.83,4.99,103,35.84
OK-083,Logan County,Oklahoma,33.19,1.57,77,31.62
OK-085,Love County,Oklahoma,37.52,1.57,79,35.95
OK-087,McClain County,Oklahoma,37.78,3.23,88,34.55
OK-089,McCurtain County,Oklahoma,56.36,6.8,99,49.56
OK-091,McIntosh County,Oklahoma,45.15,3.27,83,41.88
OK-093,Major County,Oklahoma,31.51,3.95,97,27.56
OK-095,Marshall County,Oklahoma,38.33,-0.21,68,38.54
OK-097,Mayes County,Oklahoma,45.95,3.96,88,41.99
OK-099,Murray County,Oklahoma,39.18,0.97,75,38.21
OK-101,Muskogee County,Oklahoma,44.86,2.51,76,42.35
OK-103,Noble County,Oklahoma,33.3,0.16,74,33.14
OK-105,Nowata County,Oklahoma,30.5,-8.97,15,39.47
OK-107,Okfuskee County,Oklahoma,47.09,8.46,111,38.63
OK-109,Oklahoma County,Oklahoma,37.19,4.22,95,32.97
OK-111,Okmulgee County,Oklahoma,41.84,2.06,75,39.78
OK-113,Osage County,Oklahoma,31.75,-4.23,38,35.98
OK-115,Ottawa County,Oklahoma,41.06,-1.32,63,42.38
OK-117,Pawnee County,Oklahoma,33.66,-1.53,58,35.19
OK-119,Payne County,Oklahoma,35.66,1.24,77,34.42
OK-121,Pittsburg County,Oklahoma,47.74,3.19,86,44.55
OK-123,Pontotoc County,Oklahoma,41.38,1.9,80,39.48
OK-125,Pottawatomie County,Oklahoma,41.77,5.29,101,36.48
OK-127,Pushmataha County,Oklahoma,50.99,2.43,84,48.56
OK-129,Roger Mills County,Oklahoma,29.4,4.78,108,24.62
OK-131,Rogers County,Oklahoma,39.06,-0.48,65,39.54
OK-133,Seminole County,Oklahoma,45.65,7.45,105,38.2
OK-135,Sequoyah County,Oklahoma,48.51,3.63,83,44.89
OK-137,Stephens County,Oklahoma,35.72,2.63,85,33.09
OK-139,Texas County,Oklahoma,24.52,6.36,121,18.16
OK-141,Tillman County,Oklahoma,25.24,-1.83,53,27.07
OK-143,Tulsa County,Oklahoma,37.37,-1.1,61,38.47
OK-145,Wagoner County,Oklahoma,42.2,1.2,74,41
OK-147,Washington County,Oklahoma,29.88,-7.89,15,37.77
OK-149,Washita County,Oklahoma,35.05,8.06,115,26.99
OK-151,Woods County,Oklahoma,32.04,6.27,112,25.77
OK-153,Woodward County,Oklahoma,30.89,5.9,113,24.99
OR-001,Baker County,Oregon,20.38,-0.73,60,21.11
OR-003,Benton County,Oregon,52.03,-6,38,58.03
OR-005,Clackamas County,Oregon,60.1,-14.08,17,74.18
OR-007,Clatsop County,Oregon,75.44,-13.43,23,88.87
OR-009,Columbia County,Oregon,49.61,-6.67,35,56.28
OR-011,Coos County,Oregon,63.05,-5.7,51,68.75
OR-013,Crook County,Oregon,13.29,-1.35,50,14.64
OR-015,Curry County,Oregon,82.33,-3.65,64,85.98
OR-017,Deschutes County,Oregon,18.39,-5.21,19,23.6
OR-019,Douglas County,Oregon,45.22,-7.96,32,53.18
OR-021,Gilliam County,Oregon,9.71,-1.48,39,11.19
OR-023,Grant County,Oregon,21.54,0.82,83,20.72
OR-025,Harney County,Oregon,13.53,0.7,86,12.83
OR-027,Hood River County,Oregon,47.3,-11,22,58.3
OR-029,Jackson County,Oregon,30.36,-6.39,29,36.75
OR-031,Jefferson County,Oregon,14.49,-3.83,18,18.32
OR-033,Josephine County,Oregon,51.78,-2.46,67,54.24
OR-035,Klamath County,Oregon,23.65,-3.37,41,27.02
OR-037,Lake County,Oregon,13.34,-1.05,53,14.39
OR-039,Lane County,Oregon,54.09,-9.78,27,63.87
OR-041,Lincoln County,Oregon,82.87,-6.79,41,89.66
OR-043,Linn County,Oregon,56.6,-12.84,19,69.44
OR-045,Malheur County,Oregon,14.14,1.59,96,12.55
OR-047,Marion County,Oregon,54.04,-9.41,25,63.45
OR-049,Morrow County,Oregon,12.64,-1.43,44,14.07
OR-051,Multnomah County,Oregon,55.34,-6.98,35,62.32
OR-053,Polk County,Oregon,61.49,-5,42,66.49
OR-055,Sherman County,Oregon,11.84,-1.26,42,13.1
OR-057,Tillamook County,Oregon,94.02,-6.85,47,100.87
OR-059,Umatilla County,Oregon,18.34,-2.02,36,20.36
OR-061,Union County,Oregon,24.8,-3.92,29,28.72
OR-063,Wallowa County,Oregon,21.76,-5.65,13,27.41
OR-065,Wasco County,Oregon,16.4,-3.73,21,20.13
OR-067,Washington County,Oregon,52.37,-3.25,52,55.62
OR-069,Wheeler County,Oregon,14.17,-1.83,45,16
OR-071,Yamhill County,Oregon,56.42,-4.31,48,60.73
PA-001,Adams County,Pennsylvania,36.79,-5.5,25,42.29
PA-003,Allegheny County,Pennsylvania,35.08,-3.28,27,38.36
PA-005,Armstrong County,Pennsylvania,41.72,-0.47,56,42.19
PA-007,Beaver County,Pennsylvania,38.59,0.55,62,38.04
PA-009,Bedford County,Pennsylvania,34.8,-3.32,29,38.12
PA-011,Berks County,Pennsylvania,46.54,2.27,80,44.27
PA-013,Blair County,Pennsylvania,39.75,0.14,64,39.61
PA-015,Bradford County,Pennsylvania,41.93,5.05,106,36.88
PA-017,Bucks County,Pennsylvania,49.96,4.46,99,45.5
PA-019,Butler County,Pennsylvania,39.77,-0.92,50,40.69
PA-021,Cambria County,Pennsylvania,43.61,0.14,62,43.47
PA-023,Cameron County,Pennsylvania,43.02,1.79,86,41.23
PA-025,Carbon County,Pennsylvania,57.11,8.56,111,48.55
PA-027,Centre County,Pennsylvania,42.46,1.57,83,40.89
PA-029,Chester County,Pennsylvania,46.6,1.68,76,44.92
PA-031,Clarion County,Pennsylvania,41.79,-1.34,53,43.13
PA-033,Clearfield County,Pennsylvania,40.56,-1.59,51,42.15
PA-035,Clinton County,Pennsylvania,41.92,1.39,76,40.53
PA-037,Columbia County,Pennsylvania,48.24,5.76,109,42.48
PA-039,Crawford County,Pennsylvania,40.89,-1.91,43,42.8
PA-041,Cumberland County,Pennsylvania,37.67,-3.82,36,41.49
PA-043,Dauphin County,Pennsylvania,42.4,-0.7,54,43.1
PA-045,Delaware County,Pennsylvania,44.28,-0,64,44.28
PA-047,Elk County,Pennsylvania,41.05,-1.95,42,43
PA-049,Erie County,Pennsylvania,42.78,-0.17,53,42.95
PA-051,Fayette County,Pennsylvania,44.5,-0.12,58,44.62
PA-053,Forest County,Pennsylvania,40.97,-2.79,37,43.76
PA-055,Franklin County,Pennsylvania,33.68,-6.78,14,40.46
PA-057,Fulton County,Pennsylvania,34.24,-4.62,23,38.86
PA-059,Greene County,Pennsylvania,40.84,-0.15,58,40.99
PA-061,Huntingdon County,Pennsylvania,38.4,-0.91,56,39.31
PA-063,Indiana County,Pennsylvania,44.03,0.08,62,43.95
PA-065,Jefferson County,Pennsylvania,41.89,-1.59,52,43.48
PA-067,Juniata County,Pennsylvania,41.99,0.4,63,41.59
PA-069,Lackawanna County,Pennsylvania,52.58,10.44,122,42.14
PA-071,Lancaster County,Pennsylvania,39.96,-2,44,41.96
PA-073,Lawrence County,Pennsylvania,39.75,0.96,69,38.79
PA-075,Lebanon County,Pennsylvania,41.7,-1.72,46,43.42
PA-077,Lehigh County,Pennsylvania,49.89,4.42,102,45.47
PA-079,Luzerne County,Pennsylvania,51.92,9,117,42.92
PA-081,Lycoming County,Pennsylvania,44.3,2.92,93,41.38
PA-083,McKean County,Pennsylvania,39.56,-3.76,27,43.32
PA-085,Mercer County,Pennsylvania,39.84,-0.97,50,40.81
PA-087,Mifflin County,Pennsylvania,42.27,1.42,74,40.85
PA-089,Monroe County,Pennsylvania,58.15,10.22,112,47.93
PA-091,Montgomery County,Pennsylvania,46.56,1.74,79,44.82
PA-093,Montour County,Pennsylvania,46.88,5.73,107,41.15
PA-095,Northampton County,Pennsylvania,53.16,7.39,111,45.77
PA-097,Northumberland County,Pennsylvania,46.56,5.15,105,41.41
PA-099,Perry County,Pennsylvania,40.19,-2.44,47,42.63
PA-101,Philadelphia County,Pennsylvania,46.95,2.8,86,44.15
PA-103,Pike County,Pennsylvania,54.06,9.77,117,44.3
PA-105,Potter County,Pennsylvania,39.93,-0.14,60,40.07
PA-107,Schuylkill County,Pennsylvania,50.82,4.29,94,46.53
PA-109,Snyder County,Pennsylvania,46.67,4.23,101,42.44
PA-111,Somerset County,Pennsylvania,42.55,-0.94,51,43.49
PA-113,Sullivan County,Pennsylvania,50.81,6.88,112,43.93
PA-115,Susquehanna County,Pennsylvania,50.68,9.93,121,40.75
PA-117,Tioga County,Pennsylvania,37.59,1.24,75,36.35
PA-119,Union County,Pennsylvania,45.9,4.54,102,41.36
PA-121,Venango County,Pennsylvania,40.99,-1.14,47,42.13
PA-123,Warren County,Pennsylvania,38.88,-4.72,24,43.6
PA-125,Washington County,Pennsylvania,37.7,-1.53,42,39.23
PA-127,Wayne County,Pennsylvania,51.88,9.25,116,42.63
PA-129,Westmoreland County,Pennsylvania,43.69,1.38,75,42.31
PA-131,Wyoming County,Pennsylvania,50.54,9.98,120,40.56
PA-133,York County,Pennsylvania,37.71,-3.71,33,41.42
RI-001,Bristol County,Rhode Island,57.27,12.53,123,44.74
RI-003,Kent County,Rhode Island,58.76,12.84,124,45.92
RI-005,Newport County,Rhode Island,53.69,10.49,119,43.2
RI-007,Providence County,Rhode Island,61.72,15.39,126,46.33
RI-009,Washington County,Rhode Island,51.58,7.74,107,43.84
SC-001,Abbeville County,South Carolina,47.97,0.07,67,47.9
SC-003,Aiken County,South Carolina,57.95,12.45,122,45.5
SC-005,Allendale County,South Carolina,62.72,16.37,126,46.35
SC-007,Anderson County,South Carolina,47.18,-1.73,54,48.91
SC-009,Bamberg County,South Carolina,68.95,22.32,127,46.63
SC-011,Barnwell County,South Carolina,67.02,20.89,127,46.13
SC-013,Beaufort County,South Carolina,50.52,2.43,78,48.09
SC-015,Berkeley County,South Carolina,53.64,5.17,101,48.47
SC-017,Calhoun County,South Carolina,54.87,8.83,111,46.04
SC-019,Charleston County,South Carolina,53.96,5.56,101,48.4
SC-021,Cherokee County,South Carolina,48.51,-0.41,71,48.92
SC-023,Chester County,South Carolina,46.29,0.21,72,46.08
SC-025,Chesterfield County,South Carolina,47.47,1.65,80,45.82
SC-027,Clarendon County,South Carolina,53.52,5.77,103,47.75
SC-029,Colleton County,South Carolina,55.36,7.69,111,47.67
SC-031,Darlington County,South Carolina,45.85,0.05,72,45.8
SC-033,Dillon County,South Carolina,50.71,4.92,99,45.79
SC-035,Dorchester County,South Carolina,55.98,8.26,111,47.72
SC-037,Edgefield County,South Carolina,52.32,6.55,105,45.77
SC-039,Fairfield County,South Carolina,44.88,-0.62,65,45.5
SC-041,Florence County,South Carolina,49.5,2.44,87,47.06
SC-043,Georgetown County,South Carolina,50.38,0.88,77,49.5
SC-045,Greenville County,South Carolina,51.1,-4.56,39,55.66
SC-047,Greenwood County,South Carolina,47.73,0.82,78,46.91
SC-049,Hampton County,South Carolina,56.6,9.52,116,47.08
SC-051,Horry County,South Carolina,51.54,2.71,92,48.83
SC-053,Jasper County,South Carolina,51.22,3,88,48.22
SC-055,Kershaw County,South Carolina,43.21,-2.56,60,45.77
SC-057,Lancaster County,South Carolina,48.44,2.96,93,45.48
SC-059,Laurens County,South Carolina,48.22,0.35,75,47.87
SC-061,Lee County,South Carolina,48.03,1.76,80,46.27
SC-063,Lexington County,South Carolina,52.96,7.3,110,45.66
SC-065,McCormick County,South Carolina,47.95,1.34,82,46.61
SC-067,Marion County,South Carolina,53.46,6.17,104,47.29
SC-069,Marlboro County,South Carolina,46.48,0.61,73,45.87
SC-071,Newberry County,South Carolina,47.22,1.24,81,45.98
SC-073,Oconee County,South Carolina,52.84,-8.02,28,60.86
SC-075,Orangeburg County,South Carolina,60.05,13.38,124,46.67
SC-077,Pickens County,South Carolina,53.67,-5.15,42,58.82
SC-079,Richland County,South Carolina,48.32,3.03,92,45.29
